DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_completeness
PN15RA_k141_690190	61817
PN3RG_k141_2451182	25742
PN4RG_k141_23755_1	44102
PN15RN_k141_148698	54479
PN15RF_k141_51526	29802
PN11RK_k141_2794910	26804
PN15RB_k141_449501	19605
PN1LC_k141_1858041	27169
PN2CF_k141_1219374	35397
PN7RD_k141_544359	25196
PN8RR_k141_774719	14141
PN14RF_k141_508137_1	45558
PN3CF_k141_1092018	33776
PN5RF_k141_11874	39224
PN8RP_k141_285991_1	32916
PN12RE_k141_1239823	33276
PN12RJ_k141_1879776	42840
PN13RI_k141_1635541	32955
PN15RB_k141_876305	5501
PN16RE_k141_1662166	62301
PN16RR_k141_1032562_1	31875
PN1CG_k141_741793	36018
PN1RE_k141_1324616	34965
PN3LB_k141_641145	31306
PN4RE_k141_1514385	70418
PN4RH_k141_581717	43803
PN16RO_k141_1285268	9973
PN8RB_k141_179054	101821
PN1RK_k141_2873625	55548
PN13RI_k141_1688890	43964
PN7RQ_k141_49590	6727
PN14RE_k141_192792	35940
PN8RH_k141_27209	40006
PN14RK_k141_1291881	32547
PN1RI_k141_550573	45173
PN5RA_k141_76159	27245
PN5RB_k141_401499	29303
PN1RA_k141_1568182_1	37144
PN5LG_k141_657097_1	41991
PN12RH_k141_1027571	19623
PN13RQ_k141_2216408	37964
PN13RT_k141_559609	29800
PN14RO_k141_442768	21509
PN15RC_k141_795150	28378
PN16RE_k141_53512	7225
PN16RJ_k141_969914	41973
PN1CD_k141_20943	25984
PN1JE_k141_186301	26593
PN1LI_k141_1145864	11474
PN1RA_k141_3469210_1	17962
PN1RI_k141_604014	41724
PN1RJ_k141_1761560	26062
PN2CG_k141_2139578	31727
PN2CJ_k141_1580689	15106
PN3LE_k141_2046092	8320
PN3RC_k141_1393931	11870
PN3RG_k141_2159572	21901
PN5LF_k141_527213	33193
PN5LG_k141_249286	20840
PN7RG_k141_78444_1	39179
PN7RM_k141_545628	39335
PN7RO_k141_1253460	36310
PN7RO_k141_1457201	17583
PN8RQ_k141_368025	36977
PN1RL_k141_1467362	39281
PN8RM_k141_32138	22679
PN8RK_k141_1176527	5465
PN5RH_k141_149101_1	27666
PN2RI_k141_827204	24253
PN1RL_k141_1361634	29443
PN3LF_k141_1497737	266275
PN5LC_k141_395738	245921
PN15RF_k141_1197651	33420
PN14RK_k141_1251795	37216
PN1RK_k141_1479116	31724
PN15RK_k141_1567929	39531
PN10RG_k141_343386	19168
PN10RI_k141_814912	28972
PN10RK_k141_946139	38770
PN10RM_k141_758962_1	25128
PN10RQ_k141_1732827	11341
PN10RT_k141_1566078_1	24433
PN10RT_k141_627842	23823
PN11RI_k141_1174840_1	20122
PN12RA_k141_1267576_1	35825
PN12RD_k141_578177	12407
PN12RD_k141_908083	17568
PN13RD_k141_825431	18109
PN13RO_k141_844036	6390
PN13RP_k141_1012584	30137
PN13RP_k141_1994747	42280
PN13RT_k141_1345590	12958
PN13RU_k141_1641138	13999
PN14RD_k141_559456	20000
PN14RI_k141_635347	20150
PN14RJ_k141_178742_1	35022
PN14RM_k141_145001	31602
PN14RQ_k141_588916	9656
PN14RQ_k141_814726	30117
PN14RQ_k141_907102	19538
PN15RI_k141_209528	41242
PN15RJ_k141_1041068	29485
PN15RK_k141_45472	26858
PN16RE_k141_1616396	24440
PN16RG_k141_440437_1	33975
PN16RR_k141_153151	31475
PN16RR_k141_174243	38885
PN1CA_k141_880260	51677
PN1CL_k141_1114904	39647
PN1DL_k141_177306	37761
PN1JE_k141_264971	23407
PN1LG_k141_213698	39719
PN1LG_k141_22600	17641
PN1LJ_k141_745768	35443
PN1RB_k141_560292	37330
PN1RF_k141_244601	11039
PN1RH_k141_1146891	12417
PN1RH_k141_2974811	13403
PN1RI_k141_1291809	19704
PN1RI_k141_1657877	41998
PN1RK_k141_1956812	42734
PN1RK_k141_3062599	19563
PN2CC_k141_473696	33632
PN2CG_k141_65677	30982
PN2LB_k141_1530478	41128
PN2LD_k141_829866	8468
PN2RA_k141_1476851	40754
PN2RF_k141_2680614	11766
PN3CB_k141_1170767	12799
PN3CF_k141_1443213	48029
PN3JG_k141_156626	26510
PN3LA_k141_341367	5678
PN3LA_k141_976335	54959
PN3RB_k141_1557620	12924
PN4RB_k141_1017248	19768
PN4RD_k141_920750_1	30122
PN4RE_k141_64098	45320
PN5RC_k141_446336	13171
PN5RH_k141_439104_fragment_1	27993
PN7RE_k141_353624	16103
PN7RF_k141_311617	26449
PN7RI_k141_1461684	35496
PN7RM_k141_1498589	12426
PN7RN_k141_138511	12710
PN7RQ_k141_1565900_1	42749
PN7RV_k141_88131	35119
PN8RC_k141_43768	28631
PN8RE_k141_826452	44607
PN8RF_k141_527455	51233
PN8RO_k141_784227	53353
PN8RS_k141_318943	59786
PN3RA_k141_626468_1	39897
PN16RH_k141_172066	40912
PN8RB_k141_1260078	38974
PN10RA_k141_1484025	42776
PN14RO_k141_1370082_1	35823
PN7RI_k141_1272830	52966
PN1CJ_k141_312228_1	70183
PN6RL_k141_1908745	39605
PN13RK_k141_1649131	43779
PN12RE_k141_632466	20573
PN8RH_k141_47481	26539
PN1RE_k141_1501340	27190
PN1RE_k141_128865	27471
PN14RJ_k141_539955	20343
PN11RO_k141_572382_1	38593
PN13RQ_k141_1146134	31494
PN5CC_k141_429770_1	30385
PN13RT_k141_472063	26296
PN6RP_k141_1133524	27658
PN1RH_k141_1726861	36742
PN14RB_k141_1425372	30754
PN14RI_k141_2278295	37633
PN8RS_k141_543417	71801
PN10RP_k141_498479	29045
PN13RI_k141_1211086	43681
PN15RI_k141_265793	23759
PN15RA_k141_451885	59985
PN16RH_k141_1481365_1	51614
PN16RR_k141_104193	63575
PN5LE_k141_452297_1	34549
PN3CA_k141_1958365	28062
PN10RB_k141_1529284	27755
PN10RM_k141_961012	27621
PN10RQ_k141_326521_1	44799
PN10RS_k141_1151670	26529
PN11RE_k141_926223	31715
PN11RN_k141_194348	31076
PN13RN_k141_936556	27812
PN14RN_k141_1050637	33547
PN14RQ_k141_1389463	23956
PN16RS_k141_1158073	60913
PN16RV_k141_1322810	34665
PN16RV_k141_837794	23579
PN1CA_k141_1859062	130469
PN1GH_k141_193600_1	36240
PN1LH_k141_441624	29116
PN1RC_k141_371890_1	30408
PN1RE_k141_1501712	43657
PN1RE_k141_738795	22459
PN1RI_k141_417693	31895
PN5CC_k141_130778_1	67391
PN5LG_k141_530717_1	47471
PN6RA_k141_575743	27175
PN6RQ_k141_140361	18900
PN7RP_k141_157353	35087
PN8RL_k141_241963	38679
PN8RL_k141_747767	45155
PN7RQ_k141_1108603	63822
PN9RJ_k141_1158481_1	60471
PN7RF_k141_685428	27729
PN6RN_k141_797242	28327
PN5RC_k141_274662	26320
PN14RP_k141_267546	30573
PN1CG_k141_598443	36095
PN6RQ_k141_262381	18501
PN7RL_k141_754148	17885
PN14RK_k141_915315	15231
PN3LF_k141_1635400	32875
PN1RL_k141_1851892	24884
PN3DG_k141_423457	11140
PN1GE_k141_333382	31943
PN3GF_k141_339617	23365
PN1RG_k141_184566	33315
PN3CD_k141_1092111	28725
PN3GA_k141_2240_1	37649
PN16RQ_k141_680520	12679
PN4RG_k141_1577665	5760
PN7RL_k141_1329037	12414
K341_NODE_3	54510
PN14RH_k141_453802	39227
PN16RE_k141_425968	23989
PN16RR_k141_1208072	29079
PN1RD_k141_869723	37663
PN2RG_k141_519074	34986
PN3DG_k141_169811	39227
PN1IE_k141_50845	46487
PN1RA_k141_2858575	38910
J387_NODE_3_1	11496
J387_NODE_6_1	37981
J387_NODE_6_2	40533
J410_NODE_23_1	31122
J941_NODE_6_1	39083
PN10RA_k141_1284911	22886
PN10RB_k141_341402	21623
PN10RH_k141_514038	53182
PN10RP_k141_1067154	46594
PN10RR_k141_1453844_1	40194
PN10RR_k141_1986018	51938
PN11RG_k141_1695438_1	71000
PN11RG_k141_2197247_1	36151
PN11RO_k141_1995310	40844
PN12RB_k141_1416076	32401
PN12RC_k141_829982	30021
PN13RG_k141_129501	23265
PN14RR_k141_776360	10518
PN15RE_k141_184213	113299
PN16RA_k141_96626	30909
PN16RO_k141_1790240	13290
PN16RV_k141_1016954	59111
PN1LI_k141_600010	31402
PN1RC_k141_3063939	30877
PN1RH_k141_1265868	51311
PN1RJ_k141_779046	15997
PN1RL_k141_2085041	15548
PN2CI_k141_2841188	66494
PN2CJ_k141_2206770	91777
PN2CJ_k141_369982	5090
PN2JD_k141_466185	18785
PN2LF_k141_428003	61578
PN2RG_k141_1064072	37671
PN3CD_k141_427670	21359
PN3CD_k141_453478	22240
PN3CF_k141_1207051	35663
PN3DG_k141_16222	21251
PN3IE_k141_7800	6223
PN3JF_k141_113763	18149
PN3LA_k141_555118	7193
PN3LA_k141_75698	16655
PN3LD_k141_1466147	5258
PN3LE_k141_1513423	50446
PN3LF_k141_1572123	16825
PN3LH_k141_515555	31648
PN4RA_k141_789852	43960
PN4RC_k141_147302	30776
PN4RH_k141_1234054	58516
PN5IA_k141_113461	27558
PN5IA_k141_273294	17025
PN5ID_k141_44018	19442
PN5JC_k141_56590	8312
PN5RF_k141_153464_1	33077
PN6RA_k141_420461	76599
PN6RB_k141_976634	38067
PN7RK_k141_1126754	35364
PN7RL_k141_1035018	13872
PN7RU_k141_1418792	20653
PN8RA_k141_174175	14241
PN8RE_k141_656985	43824
PN8RS_k141_903955	8973
PN9RB_k141_1553387_1	20284
PN9RB_k141_818324_1	40622
PN16RJ_k141_499423	169902
PN6RF_k141_1411946	21123
PN5CC_k141_291263	34057
PN13RS_k141_226756	32797
PN15RE_k141_903256	58696
PN2RH_k141_2313065	220539
PN3LE_k141_2045786	146760
PN7RK_k141_188788	99581
PN8RE_k141_319755	181044
J410_NODE_1_1	46711
J387_NODE_1_1	45033
J387_NODE_2_1	35921
J410_NODE_10_1	41836
PN10RP_k141_1270251	67290
PN1LC_k141_1382353	38690
PN3CF_k141_282828	31307
PN6RP_k141_75466	70681
PN7RT_k141_2155385	35657
PN13RL_k141_1316725	39649
H139_NODE_1_1	31200
H139_NODE_8_1	31360
PN13RN_k141_1628572	35044
PN13RS_k141_1261307	34972
PN14RC_k141_751161	15743
PN1ID_k141_47274	12025
PN1JE_k141_81247	13604
PN3CB_k141_2274868	53605
PN3GB_k141_280261	12239
PN3JF_k141_509063	29531
PN4RE_k141_1107711	92345
PN5IE_k141_251984	38347
PN15RK_k141_954297	14603
PN8RM_k141_1301100	14987
PN1CH_k141_1773662	56812
PN16RL_k141_1294275	69456
PN3DG_k141_36583	38541
H139_NODE_1_2	30187
PN16RN_k141_987472	20682
PN3JC_k141_116865	18407
PN1RL_k141_2027325	37508
PN3CA_k141_943763	11260
PN3RA_k141_1288451	19548
PN5LA_k141_358361	23422
PN1CL_k141_356525	39080
PN1RC_k141_1493937	23807
PN10RO_k141_29645_1	36868
PN12RD_k141_757078	42104
PN16RF_k141_1498987	45023
PN1CG_k141_560729	51260
PN2RJ_k141_1409440	28117
PN5CA_k141_665320_1	24322
PN5LA_k141_143549	48632
PN5RE_k141_85877_1	45320
PN9RD_k141_1270114	34993
PN9RG_k141_1747395	32428
PN16RK_k141_2225867	54119
PN5RC_k141_121771_1	61647
PN5RE_k141_265903_1	27621
PN8RK_k141_46095	65928
PN10RB_k141_452325	66299
PN1RC_k141_827403_1	38859
PN1GH_k141_176428	30735
PN1GH_k141_95236	24121
PN1GL_k141_76526	22676
PN3DG_k141_312326	25802
PN3GD_k141_1036374	40578
PN5CA_k141_699432_1	37219
PN5RC_k141_46791_1	46716
PN8RF_k141_713506_1	39201
PN14RC_k141_676914	54776
PN8RA_k141_954592_1	62004
PN1GE_k141_199392	46702
PN15RE_k141_285535	30880
PN10RR_k141_1321414	23189
B4_NODE_1_1	138651
B4_NODE_23	47086
PN16RN_k141_1813443	57511
J1365_NODE_21_1	43880
PN13RB_k141_2096191	33346
PN13RT_k141_538000	19937
PN1RI_k141_50726	20193
PN3CC_k141_1214130	31225
CH31_NODE_26_1	41901
H118_NODE_35_1	31926
J1005_NODE_3_1	36375
J1395_NODE_1_1	43213
J1395_NODE_7_1	34545
J2-2_NODE_10_1	32378
J2-2_NODE_6_1	56001
J2-2_NODE_9_1	33661
J267_NODE_1_1	47702
J267_NODE_3_1	34144
J352_NODE_3_1	60011
J4_NODE_11_1	44325
J4_NODE_30_1	33271
J455_NODE_24_1	48027
J621_NODE_13_1	43182
J648_NODE_35_1	28339
J648_NODE_6_1	26451
J917_NODE_11_1	37936
PN11RD_k141_1933372	41887
PN11RG_k141_301602	21778
PN11RK_k141_12444	31055
PN11RK_k141_624990	22259
PN11RO_k141_1968756_1	31949
PN11RO_k141_2183258_1	20675
PN12RC_k141_1064319_1	21362
PN13RO_k141_735533_1	41706
PN16RJ_k141_479347	30275
PN16RS_k141_213519	12082
PN2DB_k141_12658	23568
PN2DG_k141_3664	25593
PN2IC_k141_28747	26078
PN2ID_k141_15155	32900
PN2IE_k141_47393_1	26082
PN2JC_k141_59743_1	19946
PN2JC_k141_94796_1	7518
PN2JG_k141_75029	21719
PN3LG_k141_1303050_1	26990
PN3LG_k141_1318473_1	31874
PN3LG_k141_1421852_1	28687
PN4RF_k141_944856	44140
PN7RD_k141_256154_1	34062
PN7RS_k141_366636_1	21836
PN8RK_k141_452516	19258
PN8RM_k141_480008	38571
PN9RB_k141_976188	6458
R25_NODE_3_1	52524
PN1RG_k141_132395	8923
PN1RI_k141_110696_1	31877
PN13RN_k141_760966_1	34394
PN2JD_k141_227796	24949
PN2DB_k141_55403	6447
PN7RM_k141_704213	8494
PN1RG_k141_242199_1	12682
PN1RE_k141_508243_1	35269
PN8RP_k141_34486	25961
PN13RO_k141_831838_1	30500
J455_NODE_1_1	37827
PN2JB_k141_15604	11808
PN1RE_k141_1450261_1_fragment_2	13815
PN11RD_k141_490270_1	24022
J136_NODE_3_1	39159
J136_NODE_42	35156
J455_NODE_20_1	20768
J160_NODE_13	105151
J267_NODE_7_1	61789
H118_NODE_4_1	35522
J131_NODE_2_1	41992
J131_NODE_6_1	50536
J1394_NODE_1_1	59733
J1395_NODE_15_1	49140
J146_NODE_19_1	44623
J658_NODE_31_1	35264
J770_NODE_4_1	38705
PN12RC_k141_442457_1	37605
PN8RP_k141_153021	27098
PN9RJ_k141_1760072	24701
R101_NODE_1_1	44441
CH32_NODE_20	32186
H51_NODE_3_1	38095
H51_NODE_5_1	37643
J1001_NODE_3	40834
J341_NODE_26_1	20879
J341_NODE_37_1	28276
J341_NODE_4_1	35963
J341_NODE_49	28108
J355_NODE_7_1	59128
J935_NODE_1_1	50660
K256_NODE_11_1	33848
PN13RT_k141_960302	12570
PN16RJ_k141_1685719	30295
PN16RV_k141_1490540_1	20048
PN7RS_k141_1264267	34694
R106_NODE_7_1	34429
H58_NODE_1	40517
J900_NODE_16	77820
R106_NODE_9_1	39157
H203_NODE_12_1	42597
H203_NODE_7_1	41021
J342_NODE_32	21785
J396_NODE_1_1	39430
J852_NODE_8_1	42887
J900_NODE_12_1	51822
PN2IB_k141_142260	41607
R106_NODE_1_1	50426
PN12RF_k141_375331	51587
PN13RL_k141_894047	26175
PN13RT_k141_1435465	45439
PN15RL_k141_487197	8112
PN16RC_k141_127089	41776
PN16RN_k141_1118934_1	26468
PN16RR_k141_1219949	27184
PN1RA_k141_3188773	12299
PN1RC_k141_3544079	33105
PN2RC_k141_736386_1	44968
PN3CB_k141_1828410	7910
PN3CC_k141_2795435	5346
PN3CC_k141_281015	45548
PN3DG_k141_214365	22696
PN3LC_k141_2408466	6185
PN5CB_k141_694976	18854
PN5CC_k141_345723	28354
PN5CF_k141_103124	31708
PN5CG_k141_517683	41207
PN5LC_k141_309731	21523
PN5LG_k141_390291	26285
PN5LH_k141_462166	46641
PN5RE_k141_641551	30786
PN6RJ_k141_804144	11290
PN6RL_k141_1865243	42435
PN6RT_k141_1504231	84881
PN7RA_k141_649777	5828
PN8RK_k141_224692	56788
PN1RK_k141_793089	33864
PN10RC_k141_1919940	53166
PN1LF_k141_845170	49638
PN8RE_k141_162458	28535
PN8RM_k141_1480425	18316
PN8RJ_k141_1190727	88518
PN3JG_k141_162283	24630
PN10RB_k141_1557828	51256
J343_NODE_7_1	42116
PN14RF_k141_626260_1	43635
PN1RD_k141_1664521	26062
PN2RI_k141_1226602	36100
PN5CC_k141_545668	33591
PN7RK_k141_405660_1	27611
PN16RO_k141_694325	78964
PN1CI_k141_457194	22689
PN1CI_k141_865471	28258
PN1LJ_k141_560155_1	39828
PN2CG_k141_2139584	5778
PN2LB_k141_1459870	41733
PN3CF_k141_574060	16290
PN3RF_k141_1802417	23545
PN7RC_k141_2002950	25477
PN1CK_k141_976177	36313
PN2LG_k141_606895	82183
PN7RH_k141_34081	42599
PN13RL_k141_1985951	62532
PN12RD_k141_1604360	24797
PN14RG_k141_131567	37709
PN15RI_k141_1129580	62863
PN16RH_k141_1329068	34848
PN1DL_k141_36120	29866
PN1DL_k141_42960	38574
PN1RD_k141_3415963	39651
PN3RF_k141_1030374_1	38309
PN6RC_k141_2609546	38813
PN7RD_k141_1330298	6345
PN7RR_k141_12933	24838
PN1CG_k141_474360	39563
PN8RB_k141_1202647_1	28834
PN7RO_k141_1487614	40143
PN13RO_k141_11772	54358
PN13RC_k141_460980	121331
PN14RD_k141_107776	23249
PN12RH_k141_357982	37851
PN1RB_k141_2670363	63796
J383_NODE_14_1	33444
J383_NODE_16_1	24782
PN1IE_k141_64726	130569
PN8RG_k141_1117579	38115
PN1GH_k141_181505	87687
PN11RF_k141_2022841	37802
PN14RF_k141_335703_1	14736
PN14RJ_k141_807008	7389
PN16RE_k141_269398_1	22087
PN1CI_k141_984692	17675
PN1RA_k141_957391	38690
PN2CG_k141_576572_1	11604
PN3LB_k141_1410604	97113
PN3LF_k141_614751	100403
PN3LH_k141_1352668_1	15496
PN3RE_k141_1278199	54906
PN5RC_k141_486211_1	32094
PN9RJ_k141_1856759	25981
PN4RE_k141_784497_1	33550
PN5LB_k141_576975_1	47884
PN5LC_k141_459409_1	33608
PN5RA_k141_1055532_1	36869
PN8RF_k141_939232_fragment_1	23801
PN10RC_k141_1693037_1	24447
PN10RC_k141_560546	21453
PN10RD_k141_1013668_1	39839
PN10RE_k141_629488_1	27891
PN10RE_k141_987658	7805
PN10RF_k141_755255_1	11623
PN10RH_k141_1483874	25245
PN10RH_k141_1585627_fragment_1	53588
PN10RI_k141_344663	22452
PN10RJ_k141_499202	29894
PN10RL_k141_524560	20265
PN10RN_k141_1710431_1	33225
PN10RO_k141_1763211_1	36844
PN10RO_k141_673391	19261
PN11RF_k141_1552826	36865
PN11RF_k141_1993181	29489
PN11RJ_k141_517628	31991
PN12RD_k141_932727	12339
PN12RH_k141_545206	11550
PN12RI_k141_1708854	11112
PN13RA_k141_1311270_1	31009
PN13RB_k141_1806067_1	31753
PN13RB_k141_738926	23122
PN13RC_k141_820639	13185
PN13RE_k141_105139	32088
PN13RG_k141_1581218	33649
PN13RI_k141_1758542	38890
PN13RI_k141_443344	11372
PN13RN_k141_1982530	8708
PN13RO_k141_1459749	12067
PN13RO_k141_196449	11418
PN13RP_k141_1741394	59299
PN13RQ_k141_1159424_1	6418
PN13RT_k141_464142	51726
PN14RC_k141_128793	55482
PN14RD_k141_454777	8029
PN14RD_k141_879207	19184
PN14RG_k141_1298588	28428
PN14RH_k141_1908981	5806
PN14RH_k141_642712_1	37608
PN14RI_k141_1283434	5971
PN14RI_k141_2041658	33775
PN14RK_k141_1320275	24839
PN14RM_k141_775510	12281
PN14RP_k141_587249_1	22942
PN14RR_k141_602733	10248
PN15RA_k141_85556	11692
PN15RB_k141_1003281_1	25560
PN15RB_k141_1595992	9437
PN15RB_k141_641555	11512
PN15RF_k141_1367904	6521
PN15RG_k141_27437	9388
PN15RI_k141_293823_1	24516
PN15RL_k141_1234755	5696
PN15RL_k141_220670	32434
PN15RO_k141_92434	8379
PN15RP_k141_533195	14064
PN16RE_k141_990000	12418
PN16RH_k141_1657521	6756
PN16RL_k141_161222	25849
PN16RO_k141_1958268	45541
PN16RS_k141_1095934	35748
PN1CD_k141_1053822_1	32693
PN1CD_k141_1099664	30541
PN1CI_k141_608221	20890
PN1CI_k141_70894	7539
PN1CK_k141_272646	13883
PN1DL_k141_96600	10136
PN1GC_k141_168638	7477
PN1GJ_k141_177725_1	37486
PN1GJ_k141_318960	91837
PN1JE_k141_407951	41436
PN1LG_k141_335607	31205
PN1LH_k141_909936	21109
PN1LI_k141_382593_1	12119
PN1RA_k141_1889668	24955
PN1RA_k141_2848014	48225
PN1RA_k141_4283027	10895
PN1RA_k141_582298	7515
PN1RC_k141_1557673	27256
PN1RD_k141_2706055_1	7873
PN1RE_k141_1755876	124927
PN1RE_k141_1784503	30679
PN1RE_k141_831200	54407
PN1RG_k141_647134	34127
PN1RH_k141_1161934	33504
PN1RK_k141_1314311	29644
PN1RK_k141_1958885	46825
PN1RK_k141_3060371	15370
PN1RK_k141_572601	20284
PN1RK_k141_587088	34016
PN1RK_k141_64337	59510
PN1RL_k141_1336719	54156
PN1RL_k141_2207877	60997
PN1RL_k141_425715	24084
PN1RL_k141_913947	42856
PN2CE_k141_552863	14025
PN2CF_k141_2332264	36297
PN2CG_k141_739620	27094
PN2DB_k141_114910	39170
PN2LG_k141_1590589	20259
PN2RA_k141_1736663_1	22414
PN2RA_k141_2451779_1	13864
PN2RA_k141_2638222	24165
PN2RC_k141_1336508	5199
PN2RC_k141_2018149	37835
PN2RE_k141_1595983	82377
PN2RF_k141_2359265	30358
PN2RG_k141_1043560	32992
PN2RG_k141_1904844	33478
PN2RG_k141_564898	6999
PN3CA_k141_1133869	43696
PN3CB_k141_1416020_1	38075
PN3CB_k141_154840	38317
PN3CB_k141_2054717_1	35057
PN3CB_k141_866380	6797
PN3CD_k141_999328	7144
PN3CE_k141_666864	8580
PN3DG_k141_380507	26527
PN3GA_k141_375530	25165
PN3GH_k141_117639	35423
PN3JF_k141_66291	44838
PN3LC_k141_2124755	55889
PN3LF_k141_1509612	31887
PN3LF_k141_1635399	5023
PN3LH_k141_1113952	13841
PN3LH_k141_2308243	6936
PN3RA_k141_896548	7058
PN3RB_k141_1672047	10662
PN3RE_k141_143391	50887
PN3RF_k141_3046546	24215
PN3RF_k141_629377	30271
PN3RH_k141_2941320	5776
PN4RA_k141_396492	19106
PN4RD_k141_1147646	20705
PN4RD_k141_358873	28391
PN4RE_k141_1960852	6431
PN4RG_k141_726215	29977
PN5CB_k141_256558	52785
PN5CC_k141_539792_1	35946
PN5CE_k141_245754	16992
PN5CE_k141_69051	37598
PN5CF_k141_113078_1	40082
PN5CF_k141_143158_1	34033
PN5CG_k141_578879_1	38770
PN5IB_k141_127480_1	32833
PN5IB_k141_206583_1	25981
PN5IE_k141_42716	25193
PN5JH_k141_578059	30587
PN5LA_k141_209472_1	18719
PN5LA_k141_230261_1	41466
PN5LA_k141_456005_1	39865
PN5LB_k141_183229_1	11005
PN5LB_k141_451818_1	48126
PN5LC_k141_493955_1	33179
PN5LC_k141_537137_1	25460
PN5LC_k141_729467_1	39266
PN5LD_k141_433251_1	44151
PN5LE_k141_36017_1	29966
PN5LE_k141_447078_1	32832
PN5LF_k141_508609	25875
PN5LF_k141_735075	7091
PN5LG_k141_766208	49802
PN5LH_k141_638244	31452
PN5RA_k141_1150587	16140
PN5RA_k141_269903	25959
PN5RA_k141_507113_1	35722
PN5RB_k141_411404	19427
PN5RC_k141_158223	34337
PN5RC_k141_397877_1	28170
PN5RD_k141_137332_1	28449
PN5RD_k141_694130	40740
PN5RD_k141_829080	38285
PN5RE_k141_1027479_1	33751
PN5RE_k141_451993_1	34545
PN5RE_k141_74313_1	26529
PN5RH_k141_294842_1	30115
PN6RA_k141_1546459	21084
PN6RB_k141_1471884	28438
PN6RB_k141_261731	37781
PN6RC_k141_3067120	60475
PN6RD_k141_880333	39100
PN6RF_k141_1536372	7891
PN6RF_k141_745359	34774
PN6RK_k141_219621	6078
PN6RM_k141_1240129	19732
PN6RS_k141_1623231	9259
PN7RC_k141_423568	30030
PN7RE_k141_962005	13618
PN7RF_k141_2080043	25073
PN7RF_k141_323553	19200
PN7RH_k141_1712139	8113
PN7RI_k141_1040459	34044
PN7RI_k141_1156737	18900
PN7RK_k141_1072558	34792
PN7RK_k141_1546651	21616
PN7RK_k141_2020501	31033
PN7RK_k141_2130107_1	34544
PN7RK_k141_296411	33611
PN7RK_k141_392632_1	31025
PN7RK_k141_605293	6750
PN7RL_k141_1436403	31613
PN7RN_k141_1413917	22847
PN7RN_k141_1639072_1	6275
PN7RO_k141_1695219	34624
PN7RR_k141_328853	10718
PN7RR_k141_949834	12378
PN7RT_k141_1220260	42314
PN7RT_k141_777810	10472
PN7RV_k141_1237585	34024
PN7RV_k141_1317614	40908
PN8RD_k141_748387	48293
PN8RE_k141_1463268	43031
PN8RE_k141_60166_1	42567
PN8RG_k141_998350	27254
PN8RH_k141_591539	12134
PN8RH_k141_837053	31026
PN8RJ_k141_223536	29711
PN8RL_k141_114684_1	45317
PN8RM_k141_966386	32439
PN8RP_k141_1375540	18292
PN8RP_k141_666612_1	23990
PN8RQ_k141_1320087	13943
PN8RQ_k141_582375	19403
PN8RS_k141_1126991	35774
PN9RH_k141_1100788	98195
PN9RJ_k141_1835178	33904
PN9RJ_k141_554703	43260
PN1LK_k141_953654	5233
PN10RO_k141_1109360	9513
PN1CJ_k141_407308	36288
PN1RE_k141_870916	9343
PN1IC_k141_97341	36612
PN8RS_k141_247181	28041
PN6RB_k141_2534711	36490
PN1CI_k141_191115	13832
PN8RQ_k141_1147860	10071
PN3DG_k141_266825	35897
PN1RL_k141_2050191	59822
PN5LB_k141_758401	10072
PN7RJ_k141_2154740	6593
PN14RB_k141_209956	10717
PN1CL_k141_897982	50165
PN16RF_k141_2082190	42927
PN6RO_k141_699972	20143
PN5RG_k141_674759	44827
PN10RN_k141_776673	8419
PN1CB_k141_901329	31152
PN8RE_k141_1132948	73984
PN8RJ_k141_882378	11431
PN4RE_k141_139772_1	39021
PN14RJ_k141_207255	29273
PN9RI_k141_510514_1	39508
PN8RI_k141_531024	48733
PN1RL_k141_1395883	14684
PN13RI_k141_714874	57968
PN16RM_k141_784830	13552
PN15RA_k141_694094	31037
PN13RQ_k141_1660323	12133
PN8RM_k141_1573303	6754
PN8RL_k141_1072456	25437
PN4RE_k141_1702089	11430
PN14RC_k141_911092	5650
PN2CF_k141_2787936	46301
PN5LE_k141_474786_1	23978
PN1GJ_k141_164135_1	38412
PN16RV_k141_473380_1	38612
PN16RR_k141_1166763	13183
PN13RI_k141_1678881	7394
PN12RC_k141_758599	43946
PN5LE_k141_322496_1	52003
PN3LD_k141_1367571	24052
PN14RJ_k141_193011	49454
PN14RM_k141_980843	18378
PN5CA_k141_28987	60585
PN14RG_k141_2017794	8271
PN3RH_k141_1741105	10243
PN15RA_k141_564906	12228
PN5LG_k141_284679	29752
PN5RA_k141_114326_1_fragment_1	51568
PN5RG_k141_252753_1	44910
PN12RE_k141_1277857	7136
PN13RN_k141_1672389	24243
PN1RL_k141_1671104_1	46601
PN4RE_k141_377301	42096
PN5CE_k141_494537	42744
PN5IB_k141_216917_1	12111
PN7RL_k141_1250907	34526
PN7RT_k141_785291_1	19735
PN8RO_k141_235746	32822
PN5RB_k141_768784	9873
PN1RL_k141_798863	45084
PN3CF_k141_1471936	157985
PN1RL_k141_1579315	37266
PN12RH_k141_132337	65236
PN5RC_k141_454120_1	75021
PN14RG_k141_54633	79067
PN11RO_k141_787571	32442
PN13RC_k141_709749	52898
PN14RS_k141_722	56423
PN1RB_k141_1669916	54368
PN1RH_k141_2974586	116305
PN5RF_k141_812623	67009
PN8RJ_k141_1199566_1	44810
